times,gctimes,memory,allocs
401.0,0.0,0,0
4387.0,0.0,0,0
288.0,0.0,0,0
173.0,0.0,0,0
135.0,0.0,0,0
136.0,0.0,0,0
130.0,0.0,0,0
132.0,0.0,0,0
130.0,0.0,0,0
131.0,0.0,0,0
129.0,0.0,0,0
130.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
130.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
130.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
131.0,0.0,0,0
129.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
131.0,0.0,0,0
130.0,0.0,0,0
130.0,0.0,0,0
132.0,0.0,0,0
127.0,0.0,0,0
131.0,0.0,0,0
135.0,0.0,0,0
130.0,0.0,0,0
133.0,0.0,0,0
130.0,0.0,0,0
135.0,0.0,0,0
133.0,0.0,0,0
130.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
131.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
135.0,0.0,0,0
133.0,0.0,0,0
134.0,0.0,0,0
131.0,0.0,0,0
132.0,0.0,0,0
135.0,0.0,0,0
135.0,0.0,0,0
135.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
130.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
131.0,0.0,0,0
134.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
131.0,0.0,0,0
131.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
131.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
131.0,0.0,0,0
130.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
132.0,0.0,0,0
129.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
129.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
134.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
130.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
146.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
134.0,0.0,0,0
135.0,0.0,0,0
133.0,0.0,0,0
131.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
133.0,0.0,0,0
131.0,0.0,0,0
135.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
135.0,0.0,0,0
132.0,0.0,0,0
135.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
133.0,0.0,0,0
148.0,0.0,0,0
132.0,0.0,0,0
168.0,0.0,0,0
132.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
130.0,0.0,0,0
131.0,0.0,0,0
133.0,0.0,0,0
129.0,0.0,0,0
130.0,0.0,0,0
133.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
133.0,0.0,0,0
131.0,0.0,0,0
131.0,0.0,0,0
132.0,0.0,0,0
134.0,0.0,0,0
132.0,0.0,0,0
131.0,0.0,0,0
11085.0,0.0,0,0
123.0,0.0,0,0
122.0,0.0,0,0
121.0,0.0,0,0
122.0,0.0,0,0
125.0,0.0,0,0
122.0,0.0,0,0
122.0,0.0,0,0
123.0,0.0,0,0
122.0,0.0,0,0
124.0,0.0,0,0
123.0,0.0,0,0
124.0,0.0,0,0
124.0,0.0,0,0
122.0,0.0,0,0
124.0,0.0,0,0
123.0,0.0,0,0
125.0,0.0,0,0
122.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
125.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
124.0,0.0,0,0
126.0,0.0,0,0
125.0,0.0,0,0
125.0,0.0,0,0
123.0,0.0,0,0
124.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
124.0,0.0,0,0
125.0,0.0,0,0
124.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
124.0,0.0,0,0
123.0,0.0,0,0
125.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
125.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
124.0,0.0,0,0
126.0,0.0,0,0
126.0,0.0,0,0
124.0,0.0,0,0
124.0,0.0,0,0
126.0,0.0,0,0
124.0,0.0,0,0
124.0,0.0,0,0
125.0,0.0,0,0
124.0,0.0,0,0
123.0,0.0,0,0
123.0,0.0,0,0
122.0,0.0,0,0
124.0,0.0,0,0
123.0,0.0,0,0
124.0,0.0,0,0
125.0,0.0,0,0
126.0,0.0,0,0
122.0,0.0,0,0
124.0,0.0,0,0
124.0,0.0,0,0
122.0,0.0,0,0
121.0,0.0,0,0
123.0,0.0,0,0
125.0,0.0,0,0
123.0,0.0,0,0
122.0,0.0,0,0
123.0,0.0,0,0
125.0,0.0,0,0
121.0,0.0,0,0
122.0,0.0,0,0
121.0,0.0,0,0
122.0,0.0,0,0
122.0,0.0,0,0
125.0,0.0,0,0
122.0,0.0,0,0
122.0,0.0,0,0
121.0,0.0,0,0
120.0,0.0,0,0
121.0,0.0,0,0
122.0,0.0,0,0
122.0,0.0,0,0
122.0,0.0,0,0
120.0,0.0,0,0
121.0,0.0,0,0
123.0,0.0,0,0
120.0,0.0,0,0
124.0,0.0,0,0
